t	(Var=minDt) Max	(Var=minDt) WeightedMean	(Var=minDt) Min
360.0	50.58390040516509	50.158452584766856	49.6737519051005
360.5	50.33534242015204	49.91080442513677	49.427149207203
361.0	50.08625369612462	49.66269583748225	49.18016672701772
361.5	49.838641744419846	49.41612636334654	48.934794823687184
362.0	49.59447269078729	49.17305342826585	48.6929809055304
362.5	49.35565503477812	48.935376192779486	48.45661338724543
363.0	49.124024749149626	48.70492075674454	48.227507015477066
363.5	48.90133182567595	48.48342682075797	48.0073896635644
364.0	48.68922833279863	48.27253586731955	47.79789065484062
364.5	48.489258012900535	48.073780886502114	47.60053063583704
365.0	48.302847411206706	47.888577635158	47.41671298491316
365.5	48.131298496057134	47.718217386452906	47.247716709889396
366.0	47.97578270365735	47.563861100417235	47.09469076227902
366.5	47.83733631920569	47.42653492438156	46.95864967426244
367.0	47.71685708661034	47.30712691440772	46.840470407277714
367.5	47.6151019331784	47.206384861733206	46.740890294409105
368.0	47.532685685162164	47.124915099139955	46.6605059500012
368.5	47.47008065331912	47.063182165650254	46.59977302416596
369.0	47.42761697055939	47.02150921094838	46.55900668286854
369.5	47.40548357225247	47.00007903011863	46.53838270417907
370.0	47.40372972252516	46.99893563205005	46.53793909410529
370.5	47.42226700381933	47.01798625917258	46.55757814015383
371.0	47.46087170311073	47.05700379232209	46.597068836940885
371.5	47.51918754728838	47.11562949407162	46.656049638023696
372.0	47.59672875596165	47.19337605925195	46.73403150338106
372.5	47.6928834002905	47.28963096217871	46.830401233007905
373.0	47.80691707141936	47.40366010485795	46.944425091700126
373.5	47.93797687816904	47.53461178674549	47.07525274659663
374.0	48.08509580831442	47.681521030483005	47.22192155238834
374.5	48.24719749710665	47.84331430900319	47.38336123090304
375.0	48.42310145756494	48.0188147283091	47.55839899969846
375.5	48.61152883074314	48.206747725250125	47.74576520999021
376.0	48.8111087193753	48.40574734427965	47.944099558575566
376.5	49.020385163873094	48.61436315283962	48.15195793421074
377.0	49.2378248206658	48.83106785604588	48.367819959887626
377.5	49.46182539136117	49.05426565998547	48.59009728118805
378.0	49.690724842903556	49.282301424500965	48.81714264243964
